"id","facility_name","county_name","begin_date","end_date","productive_hours_per_adjusted_patient_day"
9020,"CATALINA ISLAND MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9024,"CATALINA ISLAND MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9035,"VISTA HOSPITAL OF SAN GABRIEL VALLEY","Los Angeles","2009-09-01","2010-08-31",0.0
9041,"VISTA HOSPITAL OF SAN GABRIEL VALLEY","Los Angeles","2009-09-01","2010-08-31",0.0
9052,"BARLOW HOSPITAL","Los Angeles","2009-09-01","2010-08-31",0.0
9056,"BARLOW HOSPITAL","Los Angeles","2009-09-01","2010-08-31",0.0
9058,"BARLOW HOSPITAL","Los Angeles","2009-09-01","2010-08-31",0.0
9086,"BELLFLOWER MEDICAL CENTER","Los Angeles","2009-09-01","2010-08-31",0.0
9088,"BELLFLOWER MEDICAL CENTER","Los Angeles","2009-09-01","2010-08-31",0.0
9092,"BELLFLOWER MEDICAL CENTER","Los Angeles","2009-09-01","2010-08-31",0.0
9109,"BEVERLY HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9126,"BROTMAN MEDICAL CENTER","Los Angeles","2009-10-01","2010-09-30",0.0
9160,"CASA COLINA HOSPITAL FOR REHABILITATIVE MEDICINE","Los Angeles","2009-04-01","2010-03-31",0.0
9170,"CENTINELA HOSPITAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9171,"CENTINELA HOSPITAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9177,"CENTINELA HOSPITAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9189,"KEDREN COMMUNITY MENTAL HEALTH CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9194,"KEDREN COMMUNITY MENTAL HEALTH CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9205,"TRI-CITY REGIONAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9207,"TRI-CITY REGIONAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9211,"TRI-CITY REGIONAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9222,"AURORA CHARTER OAK","Los Angeles","2010-01-01","2010-12-31",0.0
9223,"AURORA CHARTER OAK","Los Angeles","2010-01-01","2010-12-31",0.0
9224,"AURORA CHARTER OAK","Los Angeles","2010-01-01","2010-12-31",0.0
9227,"AURORA CHARTER OAK","Los Angeles","2010-01-01","2010-12-31",0.0
9228,"AURORA CHARTER OAK","Los Angeles","2010-01-01","2010-12-31",0.0
9241,"CHILDREN''S HOSPITAL OF LOS ANGELES","Los Angeles","2009-07-01","2010-06-30",0.0
9272,"COLLEGE HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9279,"COLLEGE HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9290,"VISTA HOSPITAL OF SOUTH BAY","Los Angeles","2010-01-01","2010-10-31",0.0
9296,"VISTA HOSPITAL OF SOUTH BAY","Los Angeles","2010-01-01","2010-10-31",0.0
9314,"COMMUNITY & MISSION HOSPITALS OF HUNTINGTON PARK","Los Angeles","2010-01-01","2010-12-31",0.0
9327,"LOS ANGELES COMMUNITY HOSPITAL","Los Angeles","2009-10-01","2010-09-30",0.0
9331,"LOS ANGELES COMMUNITY HOSPITAL","Los Angeles","2009-10-01","2010-09-30",0.0
9340,"SAN GABRIEL VALLEY MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9341,"SAN GABRIEL VALLEY MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9347,"SAN GABRIEL VALLEY MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9357,"DEL AMO HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9358,"DEL AMO HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9359,"DEL AMO HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9360,"DEL AMO HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9364,"DEL AMO HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9381,"LAKEWOOD REGIONAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9393,"DOWNEY REGIONAL MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9394,"DOWNEY REGIONAL MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9409,"EAST LOS ANGELES DOCTOR''S HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9415,"EAST LOS ANGELES DOCTOR''S HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9426,"ENCINO HOSPITAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9432,"ENCINO HOSPITAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9449,"FOOTHILL PRESBYTERIAN HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9460,"KINDRED HOSPITAL - LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
9466,"KINDRED HOSPITAL - LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
9483,"PACIFIC ALLIANCE MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9494,"GARFIELD MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9495,"GARFIELD MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9496,"GARFIELD MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9500,"GARFIELD MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9511,"GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9517,"GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
9528,"GLENDALE ADVENTIST MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9545,"EAST VALLEY HOSPITAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9547,"EAST VALLEY HOSPITAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9551,"EAST VALLEY HOSPITAL MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9562,"GREATER EL MONTE COMMUNITY HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
9563,"GREATER EL MONTE COMMUNITY HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
9564,"GREATER EL MONTE COMMUNITY HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
9568,"GREATER EL MONTE COMMUNITY HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
9585,"HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD","Los Angeles","2009-10-01","2010-09-30",0.0
9595,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9619,"PROVIDENCE HOLY CROSS MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9674,"KAISER FOUNDATION HOSPITAL - SUNSET","Los Angeles","2010-01-01","2010-12-31",0.0
9675,"KAISER FOUNDATION HOSPITAL - SUNSET","Los Angeles","2010-01-01","2010-12-31",0.0
9679,"KAISER FOUNDATION HOSPITAL - SUNSET","Los Angeles","2010-01-01","2010-12-31",0.0
9680,"KAISER FOUNDATION HOSPITAL - SUNSET","Los Angeles","2010-01-01","2010-12-31",0.0
9683,"KAISER FOUNDATION HOSPITAL - SUNSET","Los Angeles","2010-01-01","2010-12-31",0.0
9689,"KAISER FOUNDATION HOSPITAL - SUNSET","Los Angeles","2010-01-01","2010-12-31",0.0
9691,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9692,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9696,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9697,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9700,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9704,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9706,"KAISER FOUNDATION HOSPITAL - HARBOR CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9708,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9709,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9713,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9714,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9717,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9721,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9723,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","Los Angeles","2010-01-01","2010-12-31",0.0
9725,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles","2010-01-01","2010-12-31",0.0
9726,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles","2010-01-01","2010-12-31",0.0
9730,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles","2010-01-01","2010-12-31",0.0
9731,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles","2010-01-01","2010-12-31",0.0
9734,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles","2010-01-01","2010-12-31",0.0
9736,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles","2010-01-01","2010-12-31",0.0
9738,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles","2010-01-01","2010-12-31",0.0
9740,"KAISER FOUNDATION HOSPITAL - WEST LA","Los Angeles","2010-01-01","2010-12-31",0.0
9750,"KINDRED HOSPITAL - LA MIRADA","Los Angeles","2010-01-01","2010-12-31",0.0
9753,"KINDRED HOSPITAL - LA MIRADA","Los Angeles","2010-01-01","2010-12-31",0.0
9755,"KINDRED HOSPITAL - LA MIRADA","Los Angeles","2010-01-01","2010-12-31",0.0
9772,"LANCASTER COMMUNITY HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9783,"AURORA LAS ENCINAS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9784,"AURORA LAS ENCINAS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9785,"AURORA LAS ENCINAS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9788,"AURORA LAS ENCINAS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9789,"AURORA LAS ENCINAS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9800,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles","2009-07-01","2010-06-30",0.0
9804,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles","2009-07-01","2010-06-30",0.0
9806,"PROMISE HOSPITAL OF EAST LOS ANGELES","Los Angeles","2009-07-01","2010-06-30",0.0
9823,"PROVIDENCE LITTLE CO OF MARY-TORRANCE","Los Angeles","2010-01-01","2010-12-31",0.0
9840,"COMMUNITY HOSPITAL OF LONG BEACH","Los Angeles","2009-10-01","2010-09-30",0.0
9851,"MARINA DEL REY HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9857,"MARINA DEL REY HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9874,"PROVIDENCE TARZANA MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9886,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles","2009-07-01","2010-06-30",0.0
9892,"MEMORIAL HOSPITAL OF GARDENA","Los Angeles","2009-07-01","2010-06-30",0.0
9920,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles","2009-07-01","2010-06-30",0.0
9922,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles","2009-07-01","2010-06-30",0.0
9926,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","Los Angeles","2009-07-01","2010-06-30",0.0
9959,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","Los Angeles","2010-01-01","2010-12-31",0.0
9970,"OLYMPIA MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9976,"OLYMPIA MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
9988,"MONROVIA MEMORIAL HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9991,"MONROVIA MEMORIAL HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
9993,"MONROVIA MEMORIAL HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10005,"MONTEREY PARK HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10006,"MONTEREY PARK HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10010,"MONTEREY PARK HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10027,"MOTION PICTURE & TELEVISION HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10129,"CITRUS VALLEY MEDICAL CENTER - QV CAMPUS","Los Angeles","2010-01-01","2010-12-31",0.0
10140,"SILVER LAKE MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10163,"SAN DIMAS COMMUNITY HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10180,"PROVIDENCE LITTLE CO OF MARY-SAN PEDRO","Los Angeles","2010-01-01","2010-12-31",0.0
10187,"MIRACLE MILE MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10190,"MIRACLE MILE MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10192,"MIRACLE MILE MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10193,"MIRACLE MILE MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10197,"MIRACLE MILE MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10208,"SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10225,"PACIFICA HOSPITAL OF THE VALLEY","Los Angeles","2010-01-01","2010-12-31",0.0
10227,"PACIFICA HOSPITAL OF THE VALLEY","Los Angeles","2010-01-01","2010-12-31",0.0
10231,"PACIFICA HOSPITAL OF THE VALLEY","Los Angeles","2010-01-01","2010-12-31",0.0
10242,"SHERMAN OAKS HOSPITAL & HEALTH CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10248,"SHERMAN OAKS HOSPITAL & HEALTH CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10252,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10253,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10254,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10255,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10256,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10257,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10258,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10259,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10260,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10261,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10262,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10263,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10264,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10265,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10266,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10267,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10268,"SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES","Los Angeles","2010-01-01","2010-12-31",0.0
10289,"ST. JOHN''S HEALTH CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10290,"ST. JOHN''S HEALTH CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10292,"ST. JOHN''S HEALTH CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10293,"ST. JOHN''S HEALTH CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10299,"ST. JOHN''S HEALTH CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10345,"COAST PLAZA DOCTORS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10346,"COAST PLAZA DOCTORS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10350,"COAST PLAZA DOCTORS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10357,"TARZANA TREATMENT CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10362,"TARZANA TREATMENT CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10365,"TARZANA TREATMENT CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10366,"TARZANA TREATMENT CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10367,"TARZANA TREATMENT CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10382,"TEMPLE COMMUNITY HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10384,"TEMPLE COMMUNITY HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10418,"VALLEY PRESBYTERIAN HOSPITAL","Los Angeles","2009-11-01","2010-10-31",0.0
10428,"VERDUGO HILLS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10431,"VERDUGO HILLS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10435,"VERDUGO HILLS HOSPITAL","Los Angeles","2010-01-01","2010-12-31",0.0
10448,"LOS ANGELES METROPOLITAN MEDICAL CENTER","Los Angeles","2009-09-01","2010-08-31",0.0
10452,"LOS ANGELES METROPOLITAN MEDICAL CENTER","Los Angeles","2009-09-01","2010-08-31",0.0
10465,"DOCTORS HOSPITAL OF WEST COVINA","Los Angeles","2010-01-01","2010-12-31",0.0
10467,"DOCTORS HOSPITAL OF WEST COVINA","Los Angeles","2010-01-01","2010-12-31",0.0
10486,"WEST HILLS HOSPITAL & MEDICAL CENTER","Los Angeles","2010-01-01","2010-12-31",0.0
10514,"WHITTIER HOSPITAL MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10515,"WHITTIER HOSPITAL MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10516,"WHITTIER HOSPITAL MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10520,"WHITTIER HOSPITAL MEDICAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10533,"RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","Los Angeles","2009-07-01","2010-06-30",0.0
10539,"RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","Los Angeles","2009-07-01","2010-06-30",0.0
10554,"HENRY MAYO NEWHALL MEMORIAL HOSPITAL","Los Angeles","2009-10-01","2010-09-30",0.0
10558,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10559,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10560,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10561,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10562,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10563,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10564,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10565,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10566,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10567,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10568,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10569,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10570,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10571,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10572,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10573,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10574,"METROPOLITAN STATE HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10575,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10576,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10577,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10578,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10579,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10580,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10581,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10582,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10583,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10584,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10585,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10586,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10587,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10588,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10589,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10590,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10591,"LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10599,"USC KENNETH NORRIS JR. CANCER HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10605,"USC KENNETH NORRIS JR. CANCER HOSPITAL","Los Angeles","2009-07-01","2010-06-30",0.0
10613,"TOM REDGATE MEMORIAL RECOVERY CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10617,"TOM REDGATE MEMORIAL RECOVERY CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10618,"TOM REDGATE MEMORIAL RECOVERY CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10620,"TOM REDGATE MEMORIAL RECOVERY CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10621,"TOM REDGATE MEMORIAL RECOVERY CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10622,"TOM REDGATE MEMORIAL RECOVERY CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10677,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10678,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10679,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10680,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10681,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10682,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10683,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10684,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10685,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10686,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10687,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10688,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10689,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10690,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10691,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10692,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10693,"KAISER FOUNDATION SOUTHERN REGION","Los Angeles","2010-01-01","2010-12-31",0.0
10711,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","Los Angeles","2010-01-01","2010-12-31",0.0
10712,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","Los Angeles","2010-01-01","2010-12-31",0.0
10716,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","Los Angeles","2010-01-01","2010-12-31",0.0
10717,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","Los Angeles","2010-01-01","2010-12-31",0.0
10720,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","Los Angeles","2010-01-01","2010-12-31",0.0
10722,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","Los Angeles","2010-01-01","2010-12-31",0.0
10726,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","Los Angeles","2010-01-01","2010-12-31",0.0
10732,"AMERICAN RECOVERY CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10736,"AMERICAN RECOVERY CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
10737,"AMERICAN RECOVERY CENTER","Los Angeles","2009-07-01","2010-06-30",0.0
